TIME,CODE,DATA
0.2153949737548828,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354451, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.884186130125921, 3: 0.7927175888137357}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: -0.08463747777736443, 3: 0.9412559924982826}}}"
0.24005627632141113,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354472, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.8743234346922977, 3: 0.8051700044125272}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: -0.06399011928441303, 3: 0.9340627961357952}}}"
0.2611081600189209,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354497, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.8620725438579272, 3: 0.8195694213442344}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: -0.039323802146673054, 3: 0.9249582169974926}}}"
0.2866230010986328,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354518, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.8509734527974697, 3: 0.8317029513596281}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: -0.017822160936390323, 3: 0.916568878740541}}}"
0.30997586250305176,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354543, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.8375546682469103, 3: 0.8453452386790079}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.00721698249298252, 3: 0.9062700186626396}}}"
0.3320000171661377,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354567, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.8245712350322126, 3: 0.8575867303674467}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.03056014095861465, 3: 0.8961546861431648}}}"
0.352567195892334,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354589, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.8118956360512264, 3: 0.8687194198914533}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.05259172168321022, 3: 0.8861527275947553}}}"
0.3736729621887207,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354609, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7996942641050987, 3: 0.8787409915983884}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.07315852686575486, 3: 0.8764150820915716}}}"
0.39550018310546875,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354630, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7868475406867329, 3: 0.8886156671913545}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.09418323405980135, 3: 0.8660614354321117}}}"
0.41988420486450195,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354652, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7732401573970262, 3: 0.898380385649863}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.11581159532376353, 3: 0.8549843161899547}}}"
0.4428291320800781,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354677, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7575267133688401, 3: 0.9088367862476574}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.14003012436266624, 3: 0.8420647332405242}}}"
0.46568894386291504,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354700, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7423794769484056, 3: 0.9181503853398043}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.16266613789768483, 3: 0.8294931159536246}}}"
0.48682308197021484,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354722, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7268758226087062, 3: 0.9269653519659449}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.18517022426466195, 3: 0.8165144530557581}}}"
0.5119922161102295,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354744, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.7121619824069132, 3: 0.9347056530874546}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.20595244125788068, 3: 0.8040968866263967}}}"
0.5323560237884521,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354769, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.6942822144971034, 3: 0.9433483342853605}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.23049653688029698, 3: 0.7888919165922105}}}"
0.5554630756378174,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354789, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.6794839124371568, 3: 0.9499087736065472}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.2502593892579787, 3: 0.7762172602925235}}}"
0.585766077041626,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354812, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.6622900515218044, 3: 0.9568999540531377}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.2726458460442111, 3: 0.761386263944605}}}"
0.6118049621582031,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354843, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.6393057355977051, 3: 0.9652527837181278}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.30164548198702873, 3: 0.7414136858958917}}}"
0.6323421001434326,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354869, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.6189646855362875, 3: 0.9717604052366484}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.32648856342472615, 3: 0.7236011343664095}}}"
0.6528451442718506,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354889, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.6028233662843475, 3: 0.9763690910797304}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.3456909257462233, 3: 0.7093789592835225}}}"
0.6749279499053955,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354910, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.5863754532619048, 3: 0.9805856387526766}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.364812854777672, 3: 0.694812863787412}}}"
0.6956980228424072,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354932, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.568315394539216, 3: 0.9846831033389585}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.3853211764110616, 3: 0.6787327126921686}}}"
0.7187550067901611,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354952, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.5511668690348767, 3: 0.988079941949221}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.40432815521244514, 3: 0.6633955474447023}}}"
0.7454659938812256,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851354977, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.5303030180270378, 3: 0.991594120374437}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.4268900175249679, 3: 0.6446310505946379}}}"
0.769705057144165,STATE,"{'sequence_executing': None, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [], 'sequence_running': False, 'data_logging': True, 'aborting': False, 'time': 1630851355002, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.5088754742804789, 3: 0.9945271688039542}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.44943882859260204, 3: 0.62525220272154}}}"
0.7771039009094238,REQUEST,"{""command"":{""header"":""ABORTSEQUENCE"",""data"":""bum""},""time"":1630851355033}"
0.7772119045257568,ABORT_BEGUN,None
0.7778120040893555,COMMAND_EXECUTED,"{'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}"
0.7779028415679932,COMMAND_EXECUTED,"{'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 14}}"
0.7779500484466553,COMMAND_EXECUTED,"{'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 5000}"
0.7904489040374756,STATE,"{'sequence_executing': {'header': 'SLEEP', 'data': 5000, 'time': 1630851360035}, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [{'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 350}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 14}}], 'sequence_running': True, 'data_logging': True, 'aborting': True, 'time': 1630851355027, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: False, 19: False, 17: False}, 'analog': {1: -0.487847299105723, 3: 0.9967687454523984}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.47097432481249435, 3: 0.6061386889626976}}}"
0.8109259605407715,STATE,"{'sequence_executing': {'header': 'SLEEP', 'data': 5000, 'time': 1630851360035}, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [{'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 350}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 14}}], 'sequence_running': True, 'data_logging': True, 'aborting': True, 'time': 1630851355047, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: True, 19: False, 17: False}, 'analog': {1: -0.46964983698047064, 3: 0.998219182794956}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.4891475147853402, 3: 0.5895329989261582}}}"
0.8233940601348877,REQUEST,"{""command"":{""header"":""PING"",""data"":null},""time"":1630851355079}"
0.8320021629333496,STATE,"{'sequence_executing': {'header': 'SLEEP', 'data': 5000, 'time': 1630851360035}, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [{'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 350}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 14}}], 'sequence_running': True, 'data_logging': True, 'aborting': True, 'time': 1630851355068, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: True, 19: False, 17: False}, 'analog': {1: -0.4514914320229782, 3: 0.9992305901752312}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.5068873871896749, 3: 0.5728859685102212}}}"
0.8569660186767578,STATE,"{'sequence_executing': {'header': 'SLEEP', 'data': 5000, 'time': 1630851360035}, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [{'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 350}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 14}}], 'sequence_running': True, 'data_logging': True, 'aborting': True, 'time': 1630851355089, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: True, 19: False, 17: False}, 'analog': {1: -0.432364924185303, 3: 0.9998396678393879}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.5251532501291049, 3: 0.5552774327234425}}}"
0.8796229362487793,STATE,"{'sequence_executing': {'header': 'SLEEP', 'data': 5000, 'time': 1630851360035}, 'arming_switch': False, 'manual_switch': False, 'current_sequence': [{'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 12}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 14}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 100}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 350}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.CLOSE: 'CLOSE'>, 'data': {'name': 'LOX', 'pin': 8}}, {'header': <CommandString.SLEEP: 'SLEEP'>, 'data': 500}, {'header': <CommandString.OPEN: 'OPEN'>, 'data': {'name': 'LOX', 'pin': 14}}], 'sequence_running': True, 'data_logging': True, 'aborting': True, 'time': 1630851355114, 'LOX': {'digital': {14: True, 12: False, 10: False, 8: True, 19: False, 17: False}, 'analog': {1: -0.40971810158805055, 3: 0.9999750608312897}}, 'ETH': {'digital': {16: False, 18: False, 9: False, 11: False, 13: False, 15: False}, 'analog': {1: 0.5462378399873529, 3: 0.5343389598208053}}}"
